"","pair","TimeDays","mcluster","hcluster","fed"
"1515","SRR3232105.mseq-SRR3232360.mseq",4,3,3,"mousefood"
"1516","SRR3232105.mseq-SRR3232361.mseq",4,3,2,"mousefood"
"1517","SRR3232106.mseq-SRR3232362.mseq",4,2,2,"mousefood"
"1518","SRR3232106.mseq-SRR3232363.mseq",4,2,2,"mousefood"
"1519","SRR3232106.mseq-SRR3232364.mseq",4,2,2,"mousefood"
"1520","SRR3232107.mseq-SRR3232365.mseq",4,3,2,"mousefood"
"1521","SRR3232107.mseq-SRR3232366.mseq",4,3,2,"mousefood"
"1522","SRR3232076.mseq-SRR3232367.mseq",7,3,2,"mousefood"
"1523","SRR3232077.mseq-SRR3232368.mseq",7,2,2,"mousefood"
"1524","SRR3232078.mseq-SRR3232369.mseq",7,3,2,"mousefood"
"1525","SRR3232078.mseq-SRR3232370.mseq",7,2,3,"mousefood"
"1526","SRR3232079.mseq-SRR3232371.mseq",7,3,2,"mousefood"
"1527","SRR3232080.mseq-SRR3232372.mseq",7,2,2,"mousefood"
"1528","SRR3232080.mseq-SRR3232373.mseq",7,2,2,"mousefood"
"1529","SRR3232081.mseq-SRR3232374.mseq",7,2,2,"mousefood"
"1530","SRR3232081.mseq-SRR3232375.mseq",7,2,2,"mousefood"
"1531","SRR3232082.mseq-SRR3232376.mseq",7,2,2,"mousefood"
"1532","SRR3232083.mseq-SRR3232377.mseq",7,2,2,"mousefood"
"1533","SRR3232083.mseq-SRR3232378.mseq",7,2,2,"mousefood"
"1534","SRR3232084.mseq-SRR3232379.mseq",7,3,3,"mousefood"
"1535","SRR3232085.mseq-SRR3232380.mseq",7,3,3,"mousefood"
"1536","SRR3232085.mseq-SRR3232381.mseq",7,3,2,"mousefood"
"1537","SRR3232086.mseq-SRR3232382.mseq",7,3,2,"mousefood"
"1538","SRR3232086.mseq-SRR3232383.mseq",7,3,3,"mousefood"
"1539","SRR3232087.mseq-SRR3232384.mseq",7,3,3,"mousefood"
"1540","SRR3232087.mseq-SRR3232385.mseq",7,3,1,"mousefood"
"1541","SRR3232088.mseq-SRR3232386.mseq",7,2,1,"mousefood"
"1542","SRR3232088.mseq-SRR3232387.mseq",7,2,3,"mousefood"
"1543","SRR3232089.mseq-SRR3232388.mseq",7,3,3,"mousefood"
"1544","SRR3232089.mseq-SRR3232389.mseq",7,3,3,"mousefood"
"1545","SRR3232090.mseq-SRR3232390.mseq",7,2,3,"mousefood"
"1546","SRR3232090.mseq-SRR3232391.mseq",7,3,2,"mousefood"
"1547","SRR3232091.mseq-SRR3232392.mseq",7,3,2,"mousefood"
"1548","SRR3232091.mseq-SRR3232393.mseq",7,3,3,"mousefood"
"1549","SRR3232092.mseq-SRR3232394.mseq",7,3,3,"mousefood"
"1550","SRR3232092.mseq-SRR3232395.mseq",7,3,2,"mousefood"
"1551","SRR3232093.mseq-SRR3232396.mseq",7,3,2,"mousefood"
"1552","SRR3232093.mseq-SRR3232397.mseq",7,3,3,"mousefood"
"1553","SRR3232094.mseq-SRR3232398.mseq",7,3,3,"mousefood"
"1554","SRR3232094.mseq-SRR3232399.mseq",7,3,2,"mousefood"
"1555","SRR3232095.mseq-SRR3232400.mseq",7,2,2,"mousefood"
"1556","SRR3232095.mseq-SRR3232401.mseq",7,2,1,"mousefood"
"1557","SRR3232096.mseq-SRR3232402.mseq",7,3,1,"mousefood"
"1558","SRR3232096.mseq-SRR3232403.mseq",7,3,3,"mousefood"
"1559","SRR3232097.mseq-SRR3232404.mseq",7,3,3,"mousefood"
"1560","SRR3232097.mseq-SRR3232405.mseq",7,3,3,"mousefood"
"1561","SRR3232098.mseq-SRR3232406.mseq",7,2,3,"mousefood"
"1562","SRR3232098.mseq-SRR3232407.mseq",7,2,3,"mousefood"
"1563","SRR3232099.mseq-SRR3232408.mseq",7,3,3,"mousefood"
"1564","SRR3232099.mseq-SRR3232409.mseq",7,3,2,"mousefood"
"1565","SRR3232100.mseq-SRR3232410.mseq",7,3,2,"mousefood"
"1566","SRR3232100.mseq-SRR3232411.mseq",7,3,1,"mousefood"
"1567","SRR3232101.mseq-SRR3232412.mseq",7,3,1,"mousefood"
"1568","SRR3232101.mseq-SRR3232413.mseq",7,3,1,"mousefood"
"1569","SRR3232102.mseq-SRR3232414.mseq",7,3,1,"mousefood"
"1570","SRR3232102.mseq-SRR3232415.mseq",7,3,1,"mousefood"
"1571","SRR3232103.mseq-SRR3232416.mseq",7,3,1,"mousefood"
"1572","SRR3232103.mseq-SRR3232417.mseq",7,3,3,"mousefood"
"1573","SRR3232104.mseq-SRR3232418.mseq",7,3,3,"mousefood"
"1574","SRR3232104.mseq-SRR3232419.mseq",7,3,3,"mousefood"
"1575","SRR3232105.mseq-SRR3232420.mseq",7,3,2,"mousefood"
"1576","SRR3232106.mseq-SRR3232421.mseq",7,2,2,"mousefood"
"1577","SRR3232106.mseq-SRR3232422.mseq",7,2,2,"mousefood"
"1578","SRR3232107.mseq-SRR3232423.mseq",7,2,2,"mousefood"
"1579","SRR3232076.mseq-SRR3232424.mseq",28,2,2,"mousefood"
"1580","SRR3232076.mseq-SRR3232425.mseq",28,3,2,"mousefood"
"1581","SRR3232077.mseq-SRR3232426.mseq",28,3,2,"mousefood"
"1582","SRR3232077.mseq-SRR3232427.mseq",28,3,2,"mousefood"
"1583","SRR3232078.mseq-SRR3232428.mseq",28,2,2,"mousefood"
"1584","SRR3232078.mseq-SRR3232429.mseq",28,3,3,"mousefood"
"1585","SRR3232079.mseq-SRR3232430.mseq",28,2,2,"mousefood"
"1586","SRR3232080.mseq-SRR3232431.mseq",28,2,2,"mousefood"
"1587","SRR3232080.mseq-SRR3232432.mseq",28,2,2,"mousefood"
"1588","SRR3232081.mseq-SRR3232433.mseq",28,3,2,"mousefood"
"1589","SRR3232081.mseq-SRR3232434.mseq",28,3,2,"mousefood"
"1590","SRR3232082.mseq-SRR3232435.mseq",28,3,2,"mousefood"
"1591","SRR3232082.mseq-SRR3232436.mseq",28,3,2,"mousefood"
"1592","SRR3232083.mseq-SRR3232437.mseq",28,2,2,"mousefood"
"1593","SRR3232083.mseq-SRR3232438.mseq",28,3,2,"mousefood"
"1594","SRR3232084.mseq-SRR3232439.mseq",28,3,2,"mousefood"
"1595","SRR3232084.mseq-SRR3232440.mseq",28,3,3,"mousefood"
"1596","SRR3232085.mseq-SRR3232441.mseq",28,3,2,"mousefood"
"1597","SRR3232086.mseq-SRR3232442.mseq",28,3,3,"mousefood"
"1598","SRR3232087.mseq-SRR3232443.mseq",28,2,1,"mousefood"
"1599","SRR3232088.mseq-SRR3232444.mseq",28,2,1,"mousefood"
"1600","SRR3232088.mseq-SRR3232445.mseq",28,3,3,"mousefood"
"1601","SRR3232089.mseq-SRR3232446.mseq",28,3,3,"mousefood"
"1602","SRR3232090.mseq-SRR3232447.mseq",28,3,2,"mousefood"
"1603","SRR3232091.mseq-SRR3232448.mseq",28,2,2,"mousefood"
"1604","SRR3232091.mseq-SRR3232449.mseq",28,2,3,"mousefood"
"1605","SRR3232092.mseq-SRR3232450.mseq",28,3,3,"mousefood"
"1606","SRR3232092.mseq-SRR3232451.mseq",28,3,2,"mousefood"
"1607","SRR3232093.mseq-SRR3232452.mseq",28,2,3,"mousefood"
"1608","SRR3232094.mseq-SRR3232453.mseq",28,3,3,"mousefood"
"1609","SRR3232094.mseq-SRR3232454.mseq",28,3,2,"mousefood"
"1610","SRR3232095.mseq-SRR3232455.mseq",28,2,2,"mousefood"
"1611","SRR3232095.mseq-SRR3232456.mseq",28,2,1,"mousefood"
"1612","SRR3232096.mseq-SRR3232457.mseq",28,2,1,"mousefood"
"1613","SRR3232096.mseq-SRR3232458.mseq",28,3,3,"mousefood"
"1614","SRR3232097.mseq-SRR3232459.mseq",28,3,3,"mousefood"
"1615","SRR3232097.mseq-SRR3232460.mseq",28,3,3,"mousefood"
"1616","SRR3232098.mseq-SRR3232461.mseq",28,3,3,"mousefood"
"1617","SRR3232098.mseq-SRR3232462.mseq",28,3,3,"mousefood"
"1618","SRR3232099.mseq-SRR3232463.mseq",28,3,3,"mousefood"
"1619","SRR3232099.mseq-SRR3232464.mseq",28,3,2,"mousefood"
"1620","SRR3232100.mseq-SRR3232465.mseq",28,2,1,"mousefood"
"1621","SRR3232101.mseq-SRR3232466.mseq",28,3,1,"mousefood"
"1622","SRR3232102.mseq-SRR3232467.mseq",28,3,1,"mousefood"
"1623","SRR3232103.mseq-SRR3232468.mseq",28,3,1,"mousefood"
"1624","SRR3232103.mseq-SRR3232469.mseq",28,3,3,"mousefood"
"1625","SRR3232104.mseq-SRR3232470.mseq",28,3,3,"mousefood"
"1626","SRR3232105.mseq-SRR3232471.mseq",28,3,2,"mousefood"
"1627","SRR3232106.mseq-SRR3232472.mseq",28,2,2,"mousefood"
"1628","SRR3232106.mseq-SRR3232473.mseq",28,2,2,"mousefood"
"1629","SRR3232107.mseq-SRR3232474.mseq",28,3,2,"mousefood"
"1630","SRR3232107.mseq-SRR3232475.mseq",28,3,2,"mousefood"
"1631","SRR3232076.mseq-SRR3232476.mseq",49,3,2,"mousefood"
"1632","SRR3232076.mseq-SRR3232477.mseq",49,3,2,"mousefood"
"1633","SRR3232077.mseq-SRR3232478.mseq",49,2,2,"mousefood"
"1634","SRR3232078.mseq-SRR3232479.mseq",49,2,3,"mousefood"
"1635","SRR3232079.mseq-SRR3232480.mseq",49,2,3,"mousefood"
"1636","SRR3232079.mseq-SRR3232481.mseq",49,2,2,"mousefood"
"1637","SRR3232080.mseq-SRR3232482.mseq",49,2,2,"mousefood"
"1638","SRR3232080.mseq-SRR3232483.mseq",49,3,2,"mousefood"
"1639","SRR3232081.mseq-SRR3232484.mseq",49,2,2,"mousefood"
"1640","SRR3232082.mseq-SRR3232485.mseq",49,2,2,"mousefood"
"1641","SRR3232082.mseq-SRR3232486.mseq",49,3,2,"mousefood"
"1642","SRR3232083.mseq-SRR3232487.mseq",49,3,2,"mousefood"
"1643","SRR3232084.mseq-SRR3232488.mseq",49,3,2,"mousefood"
"1644","SRR3232084.mseq-SRR3232489.mseq",49,3,3,"mousefood"
"1645","SRR3232085.mseq-SRR3232490.mseq",49,3,3,"mousefood"
"1646","SRR3232085.mseq-SRR3232491.mseq",49,3,2,"mousefood"
"1647","SRR3232086.mseq-SRR3232492.mseq",49,3,2,"mousefood"
"1648","SRR3232086.mseq-SRR3232493.mseq",49,3,3,"mousefood"
"1649","SRR3232087.mseq-SRR3232494.mseq",49,2,3,"mousefood"
"1650","SRR3232087.mseq-SRR3232495.mseq",49,3,1,"mousefood"
"1651","SRR3232088.mseq-SRR3232496.mseq",49,3,1,"mousefood"
"1652","SRR3232088.mseq-SRR3232497.mseq",49,3,3,"mousefood"
"1653","SRR3232089.mseq-SRR3232498.mseq",49,3,3,"mousefood"
"1654","SRR3232090.mseq-SRR3232499.mseq",49,3,2,"mousefood"
"1655","SRR3232091.mseq-SRR3232500.mseq",49,3,2,"mousefood"
"1656","SRR3232091.mseq-SRR3232501.mseq",49,3,3,"mousefood"
"1657","SRR3232092.mseq-SRR3232502.mseq",49,2,2,"mousefood"
"1658","SRR3232093.mseq-SRR3232503.mseq",49,2,3,"mousefood"
"1659","SRR3232094.mseq-SRR3232504.mseq",49,2,2,"mousefood"
"1660","SRR3232095.mseq-SRR3232505.mseq",49,2,2,"mousefood"
"1661","SRR3232095.mseq-SRR3232506.mseq",49,2,1,"mousefood"
"1662","SRR3232096.mseq-SRR3232507.mseq",49,2,3,"mousefood"
"1663","SRR3232097.mseq-SRR3232508.mseq",49,3,3,"mousefood"
"1664","SRR3232097.mseq-SRR3232509.mseq",49,3,3,"mousefood"
"1665","SRR3232098.mseq-SRR3232510.mseq",49,2,3,"mousefood"
"1666","SRR3232098.mseq-SRR3232511.mseq",49,3,3,"mousefood"
"1667","SRR3232099.mseq-SRR3232512.mseq",49,3,3,"mousefood"
"1668","SRR3232099.mseq-SRR3232513.mseq",49,3,2,"mousefood"
"1669","SRR3232100.mseq-SRR3232514.mseq",49,2,2,"mousefood"
"1670","SRR3232100.mseq-SRR3232515.mseq",49,2,1,"mousefood"
"1671","SRR3232101.mseq-SRR3232516.mseq",49,3,1,"mousefood"
"1672","SRR3232102.mseq-SRR3232517.mseq",49,2,1,"mousefood"
"1673","SRR3232103.mseq-SRR3232518.mseq",49,3,1,"mousefood"
"1674","SRR3232103.mseq-SRR3232519.mseq",49,3,3,"mousefood"
"1675","SRR3232104.mseq-SRR3232520.mseq",49,3,3,"mousefood"
"1676","SRR3232104.mseq-SRR3232521.mseq",49,3,3,"mousefood"
"1677","SRR3232105.mseq-SRR3232522.mseq",49,3,3,"mousefood"
"1678","SRR3232105.mseq-SRR3232523.mseq",49,3,2,"mousefood"
"1679","SRR3232106.mseq-SRR3232524.mseq",49,2,2,"mousefood"
"1680","SRR3232106.mseq-SRR3232525.mseq",49,2,2,"mousefood"
"1681","SRR3232107.mseq-SRR3232526.mseq",49,3,2,"mousefood"
"1682","SRR3232107.mseq-SRR3232527.mseq",49,3,2,"mousefood"
